sentiment,news
neutral,561 470 new share under 2003 option right plan Packaging company Huhtamaki report on Monday that a total of 561 470 new share of the company have be issue base on share subscription under it 2003 option right plan
neutral,A meeting for the medium and analyst will be hold on the same day at 10 30 a.m. at Stonesoft Headquarters in Helsinki Italahdenkatu 22 A The Interim report will be present by StonesoftCEO Ilkka Hiidenheimo
neutral,A meeting of Glisten shareholder to vote on the bid will be hold on 12 March
neutral,A replay will be available until 27 October 2006 in the following number US caller 1 617- 801- 6888 non-US caller 44 20 7365 8427 access code 2659 5401
neutral,A spokesman say The food store center subject to council and local support could comprise a supermarket or small store and other niche outlet and this will be firm up follow consultation with the council and local community regard appropriate us and occupier
neutral,A total of 185 Wonderware Certified SIs be available to integrate and support Wonderware product such a InTouch HMI software IndustrialSQL Server historian Wonderware Information Server DT Analyst software or QI Analyst SPC software
neutral,A Le Coq have a market share of 41 percent and rival beverage group Saku 32 percent
neutral,About 36 of this come from Aspo Chemicals 39 from Aspo Shipping and 25 from Aspo Systems
neutral,About 72 of Evraz Group share be own by Lanebrook whose beneficiary on the one hand be Millhouse the hold company for the asset of billionaire Roman Abramovich and his business partner 50 and Evraz executive Alexander Abramov and Alexander Frolov 50 on the other
neutral,Absolut Bank be explore the possibility of further borrowing
neutral,Aker Yards Finland will begin use Chinese subcontractor at it Finnish shipyard
positive,Finnish food industry company HK Ruokatalo and Atria will form a joint venture company call L nsi-Kalkkuna to produce turkey meat
neutral,Finnish food industry company L nnen Tehtaat be plan change to it fish product business
negative,Finnish plumbing and heat system supplier Uponor be temporarily lay off it whole workforce in Finland for two week a of mid-July 2009
neutral,Finnish property investment company Citycon plan to issue direct subordinated convertible bond to institutional investor
neutral,In Finland Hamina Cargo Terminal of Finnish Nurminen Logistics have purchase a warehouse with ground lease right in the Port of Hamina
negative,In Finland metal sector company Componenta be lay off temporarily the staff of it Pori mill from Christmas 2008 till 6 January 2009
neutral,Member of the HK Ruokatalo Group in Finland Scan be launch a joint venture slaughterhouse with Team Ugglarp in Sk ne southern Sweden
neutral,The large construction company in Finland YIT Corporation be to acquire 70 of the share in the Slovak construction company Reding Bratislava
negative,According to Aktia Asset Management Finnish analyst forecast for 2009 be still too high
neutral,According to business medium report Usmanov plan to transfer his MegaFon stake to the state-controlled Svyazinvest in exchange for a stake in the merge RosTelecom
neutral,According to CEO Hannu Syrj nen a new common name and visual identity be require a the group have grow and internationalise
neutral,According to Gallup Food and Farm Facts beef consumption total 99 m kilo in Finland in 2007
neutral,According to him construction work will start in spring 2007 and the facility be to be commission in spring 2008
neutral,According to Soosalu particular attention be pay to resident privacy and security in the design of the Aleksandri Street building
neutral,According to statistic by the Finnish Maritime Administration ship do not increase much in January-August 2009 however
neutral,According to the company a decision in the issue will be make in the summer of 2010 at the early and in the summer of 2011 at the late
neutral,According to the company the lay-offs will be temporary
neutral,According to the Finnish-Russian Chamber of Commerce all the major construction company of Finland be operate in Russia
neutral,According to the notification the holding of Ameriprice Inc. and it group company be now in total 808 973 share which represent 3 of Tekla -shares and vote right
neutral,According to the report Elisaand DNAjoint market share of Finlandtelecom market be 59
neutral,After that the two company sit down and sew up the present deal
neutral,After the sale Savcor Group Ltd will comprise Savcor ART a corporate function and an investment in Cencorp Corporation
neutral,Ahlstrom5 800 employee serve customer via sale office and production facility in more than 20 country on six continent
neutral,Ahlstromshare be quote on the NASDAQ OMX Helsinki
neutral,Airbus will attempt to evacuate up to 873 people within 90 second
neutral,ALEXANDRIA Va. June 7 Michael G. Williams of Newbury Park Calif. have develop a network device
neutral,All right reserve
neutral,All YIT Capital Markets Day material will be available on the companyInternet site at www.yitgroup.com investor at 10 30 on September 26
neutral,Alma Media hold 70 of this company the remain share be own by the companykey employee
neutral,Almost the entire office building will be occupy by Metso
neutral,Also Westpac be to issue a benchmark 18 month FRN deal in EURs
neutral,Also the development of online business will continue
neutral,Altimo previously agree a similar deal with Telenor to merge their stake in VimpelCom and Kyivstar-GSM
neutral,As a part of the agreement 10 employee from the John Deere Forestry documentation function will transfer to DokuMentori
neutral,As a result a total of 82 employee would be give notice
neutral,As a result of the transaction Sanoma Budapest have acquire a stake in the online store Egeszsegbolt
neutral,As an alternative to the share exchange Panostaja offer a full cash consideration at the value of 1 EUR 1 per share
negative,As part of the reorganisation measure that will take place in spring 2006 Tamglass Finton will start personnel negotiation that will affect it entire staff of 33
neutral,As report June 26 both circuit continue to alternately report the track a vacant and then occupy almost constantly from June 17 when part of the track signal device be replace to the time of the crash accord to the Metro source
neutral,At 10 be Outokumpu decline 2 to 24 EUR while the OMX Helsinki 25 be 0 high at 2 825 and the OMX Helsinki add 0 to 9 386
neutral,at 9 00 EET Alma MediaAnnual Report for 2009 be schedule to be publish in calendar week 9
neutral,At end-August Sampo be Nordeabiggest shareholder with a 20 stake follow by the state with 19
neutral,At first Solteqservices to company operate in the St. Petersburg area will include maintenance and material management system and data collection solution
neutral,Autotank Group be part of AspoSystems Division
neutral,Basware Einvoices will be merge into the parent company during the present fiscal period
neutral,Because the application can be consider a a hacking application it be classify by F-Secure a riskware
neutral,Before FKI John Jiang have work in several general manager or senior business consultant position for international company in China
negative,Benefontarget be to lay off temporarily of permanently up to 20 of the Salo plantstaff
neutral,Besides Pit-Produkt will enter the new segment
neutral,Bids or offer include at least 1 000 share and the value of the share must correspond to at least EUR 4 000
neutral,CapMan make it initial investment in OneMed in June 2006
neutral,CapMan say the dealeffect on it cash flow for 2009 total EUR 3 m but the transaction would not affect it financial result for 2009 a it be execute at fair value
neutral,Catalysts segment include refinery catalyst and polyolefin catalyst product category
neutral,Componenta be a metal sector company with international operation and production plant locate in Finland the Netherlands Sweden and Turkey
neutral,Comptel Corporation Sami Ervio President and CEO Distribution NASDAQ OMX Helsinki Major medium Comptel Dynamic OSS solution enable telecom service provider to deliver service flexibly and charge them effectively
neutral,Consisting of seven interconnected unit Mega Imagelogistics center will be 347 metre in length and 12 metre in height
neutral,Construction work on the Helsinki Music Centre be to start this autumn with the total cost of the project estimate at 140 m EURs
neutral,COPYRIGHT AFX News and AFX Financial News Logo be register trademark of AFX News Limited
neutral,Cramo headquarter in Vantaa Finland rent construction machinery and equipment as well a rent and sell modular space
neutral,Currency conversion be base on exchange rate at the time of the deal
neutral,Currently the Terminator lure be produce in a subcontract facility in Mexico but the manufacturing will be transfer to Rapalafactory in Shenzhen China
neutral,Destia be a Finnish infrastructure and construction service company build maintaining and design traffic route industrial and traffic environment but also complete living environment
neutral,Digia will also set up two subsidiary Digia Norway AS and Digia USA Inc.
neutral,Dutch publisher De Vijver say today it have agree to buy a 49 stake in Belgian weekly magazine Humo from Finnish medium company Sanoma SAA 1 V
neutral,Each share be entitle to one vote
neutral,Each year the dividend be deduct from the subscription price
neutral,Earnings per share EPS amount to EUR 0
neutral,Earnings per share be EUR -0 -0
neutral,Elcoteq have a global network of After Market Service site which have a long experience in serve Consumer Electronics and Systems Solutions customer
neutral,Elcoteq SE be list on the Nasdaq OMX Helsinki Ltd.
neutral,Electronic version require 24-48 hour a each copy be customize to the client with digital control and custom watermark
neutral,Elisa Corporation will disclose it financial statement for 2006 on Thursday 8 February 2007
neutral,Empresa de Desarrollo Urbano de Quito INNOVAR-UIO Ecuador have commission Poyry to prepare a feasibility study for a new urban rapid mass transit system
neutral,Erkki Jarvinen President of Rautakirja and the head of the Sanoma Trade division will leave his current task in spring 2009 for a similar position outside the Sanoma Group
neutral,Ethanol would be make from barley and production could start in 2008
neutral,EXEL COMPOSITES IN BRIEF Exel Composites be a technology company which design manufacture and market composite profile and tube for industrial application
neutral,Exel be headquarter in Mantyharju in Finland
neutral,facade in Riga 8 March 2010 Finnish construction company YIT YTY 1 V say today that it will build the frame and the facade in a tower construction project in Riga
neutral,Fancy Dans on the move FAB Glasgow gift and interior store Fancy Dans be move
neutral,Financial Statements include the consolidated financial statement of the Group the Board of Directors Report the Auditors Report and the Corporate Governance Statement
neutral,FinancialWire tm be not a press release service and receive no compensation for it news opinion or distribution
positive,Finnair expand Finnair plan to add more flight on route to Hong Kong India and Russia
neutral,Finnish Bank of land will launch it long-term pension saving account at the beginning of June 2010
positive,Finnish food company Raisio RAIVV say today it will buy British snack and confectionery company Big Bear Group plc for an enterprise value of EUR 95 m USD 129 m
neutral,Finnish industrial group Ruukki Group Plc OMX Helsinki RUG 1 V say on Friday 14 November that it furniture business segment Incap Furniture have conclude personnel negotiation that be start at the end of September
neutral,Finnish metal component supplier Componenta on December 26 2006 apply for approval with the Turkish Capital Markets Board to launch a mandatory offer for the remain share in iron and aluminium casting producer Doktas Dokumculuk
neutral,Finnish Sampo-Rosenlew manufacture approximately seven forest machine monthly and about half of machine be export
neutral,Finnlines have six ship under construction in China with delivery schedule between the first quarter of 2011 and the final quarter of 2012
neutral,Finnlines will announce in week 17 of 2006 what measure it will take to tackle the situation
positive,firm 28 October 2009 Finnish lifting equipment maker Konecranes KCR 1 V say today it acquire US Machine Tool Solutions Unlimited in Cincinnati Ohio for an undisclosed sum
neutral,Following the issue the new share will constitute 10 percent of the firmcapital
neutral,For the purpose of the possible acquisition PKC would establish a subsidiary in Poland
neutral,Founded in 1923 Finnair be one of the worldoldest airline and fly to 60 destination with a fleet of 63 aircraft employ 9 500 people
neutral,GeoSentric be acquire extra financing by issue a maximum of 220 000 new share and a convertible bond with subscription right for 880 000 share which have be fully subscribe
neutral,Glastonshare GLA 1 V be list on the NASDAQ OMX Helsinki Mid Cap List
neutral,Grounds for the notification Tiimari Plc 12 30 2010 issued Capital Convertible Loan allocation decision by the Board on 01 31 2011
positive,Growth be expect to continue in 2008
neutral,GyPSii service support ten different language include Korean and Russian
neutral,He confirm his view on July 6
neutral,He be a member of the Board of numerous com-panies and a shareholder of the Boardman Ltd board specialist net-work
neutral,SINKI AFX Cargotec say it have buy a 95 stake in Indital Construction Machinery Ltd a Bangalore-based company that make fork lift truck and mobile crane for an undisclosed sum
neutral,SINKI AFX Cramo say it have agree to sell Cramo Nederland BV CNL it Dutch machinery and equipment rental unit to Jaston Groep for an undisclosed sum
neutral,Helsinki-based Componenta buy Turkish list company Doktas in October 2006 for 89 m EURs make it the large Finnish investment in Turkey to date
neutral,However the offering will probably not be make at the current valuation which partly derive from the deal in which the company be merge into a stock market shell
neutral,HUHTAMAKI OYJ STOCK EXCHANGE RELEASE 16 AT 13 HuhtamakiCapital Markets Day for institutional investor and analyst be hold in Espoo September 16 2008 start at 13 pm Finnish time
neutral,I can say categorically no Wahlroos be quote a say by the paper when ask about Sampointerest in make a bid for RSA
neutral,If Honkarakenne start production there it will need a partner for sawmill operation
neutral,In addition nine fixed-term employment contract will not be extend and two people will leave the company under pension arrangement
neutral,In addition the exist service counter area in the reception hall will be rebuild and access provide to local rail connection
neutral,In addition a reduction of nine person will be make through pension or other arrangement the company add
neutral,In addition to the Tulikivi Corporation he be also currently a member of the Board of the following company Altia Corporation J rvi-Suomen Portti Osuuskunta Osuuskunta KPY Profile Vehicles and Voimatel
neutral,In future the plant will focus on the production of flange profile for wind farm tower
neutral,In return the New York-based private equity firm will receive a 51 stake in the Latvian IT and telecom group
neutral,In the Baltic country Atriatarget be organic growth
neutral,Incap Corporation Stock Exchange Announcement 29 April 2010 at 1 p.m INVITATION TO A NEWS CONFERENCE ON INCAPINTERIM REPORT Q 1-2010 Incap will publish it interim report for January-March 2010 on Wednesday 5 May 2010
neutral,India be high on our priority since business link between our two country be also expand Tornstrom say
neutral,IonPhasEsecond major owner be venture capital firm Aura Capital
neutral,Iso Omena be base in the Matinkyla district of the southern part of the city of Espoo southern Finland
neutral,It move into the No 2 spot in 2000 when it merge steel operation with Avesta Sheffield to form AvestaPolarit
neutral,ITGshare in the deal be estimate at some 500 000 EUR 627 000
neutral,Its customer include local company Slo Kiilto Toptronics Normark Suomi Pellonpaja and Mansner
positive,Ixonos estimate that it will hire 20 specialist in mechanical engineering electronics design and R D for it new unit in Jyvaeskylae by the end of 2009
neutral,Jensen Njastein and Mike Critch the head of Dovre North America business unit will report to Toivola
neutral,Jukka Hienonen the current Finnair CEO will step down at the end of January 2010
neutral,Kemira headquarter in Helsinki Finland be an international chemical group comprise the business area Kemira Pulp Paper Kemira Water Kemira Specialty and Kemira Coatings
neutral,Kemirapartner in the project be St. Petersburg Water Works
neutral,Kershaw take up the position with immediate effect from her previous role a marketing manager of Sankey Home Garden Products
neutral,KONE be list on the Nordic Exchange in Helsinki
neutral,L T be operative in Finland Sweden Latvia Russia and Norway
neutral,Last week however Nokia announce that it will pursue a long-term relationship with Microsoft and make the Windows Phone 7 operating system the foundation for Nokia mobile phone
neutral,LatviaStockmann shop mall be a subsidiary of FinlandStockmann Plc
neutral,LEED be an internationally recognize green build certification system develop by the U.S. Green Building Council
neutral,LONDON AFX Fortum say it have agree to sell it industrial maintenance service operation to fund manage by CapMan for an undisclosed sum
neutral,China Unicom NYSE CHU HKSE 0762 and SHSE 600050 the second large mobile carrier in the country
neutral,Maximum amount of termination in Finland be 40 employee the company add
neutral,Measures will be launch immediately and be due to be finalize in the first quarter of 2010
neutral,Metsa-Botnia will finance the payment of dividend the repayment of capital and the repurchase of it own share with the fund derive from it divestment of the Uruguay operation and share in Pohjolan Voima and by utilise it exist financing facility
neutral,Metsodelivery will include a complete coat board line with related air system and two winder
neutral,Mobile data transfer be expect to increase explosively in the LTE era
neutral,Most of the dividend will go to the Grimaldi family
neutral,mr Bakman see also expansion option on the Tallinn-Helisnki link claim however that operate the link with only a single ship be not enough
positive,M-real Corporation Press release on 3 November at 10 35 be M-real Corporation be the second best company in the material sector include e.g forest industry company in the Carbon Disclosure Leadership Index CDLI Nordic Report 2009
neutral,M-Real say there be no ground for the rumor which have be circulate in the market for some month
neutral,Nastola axe 14 job 16 February 2010 Finnish wood product technology firm Raute RUTAV say today that it will transfer to Nastola southern Finland the production of it Jyvaskyla plant which will affect 14 people
neutral,Neste Shipping be the most likely to remain Finnish a the oil sector and it transport be significant for emergency supply
neutral,Net investment income
neutral,no compensation for it news opinion or distribution
neutral,No financial detail be available
neutral,No financial detail be disclose
neutral,No financial detail be provide
neutral,No financial detail be report
neutral,No more waste-burning facility should be build
neutral,No price be give for the transaction which merge two London company that have work together on a number of project include delivery of timetable for BritainNational Express East Coast rail network
neutral,No pricing detail be disclose
neutral,Nokia say it still expect to sell 150 more m Symbian device in year to come give an indication of how it expect the Phone 7 handoff to work
neutral,Nordea Bank Estonia be part of the large financial group in the Nordic country
neutral,Of the companynet sale 38 be acquire in Finland 21 in other EURpean country 40 in Asia and 1 in the US
neutral,Officials do not disclose the contract value
neutral,On Dec. 1 Grimaldi acquire 1 m share and a 50-percent stake in Finnlines
neutral,Only L nnen Tehtaat show a loss but it have only recently start streamline measure
negative,Operating cash flow after investment total EUR 61 m compare to EUR 75 m in the corresponding period in 2007
positive,Oriola-KD expect it invoicing in 2008 to be high than the comparable invoicing of 2007
neutral,Otherwise the situation be under control
neutral,Our customer come from the following country UK USA Spain France Italy Germany China Hong Kong Sweden Norway Netherlands Austria Belgium Switzerland Czech Republic Finland Canada Russia Ukraine Denmark Ireland South Korea and Liechtenstein
neutral,Our customer come from the following country UK USA Spain France Italy Germany China Sweden Norway Netherlands Austria Belgium Switzerland Czech Republic Serbia Finland Canada Russia Ukraine Portugal Denmark Ireland South Korea Estonia and Liechtenstein
neutral,Our in-depth expertise extend to the field of energy industry urban mobility and water environment
neutral,Particular attention be be pay to energy efficiency in the construction of the building a it be design to meet the requirement of energy class B and LEED certification will be apply for
neutral,Paychex have more than 100 office serve approximately 554 000 payroll client nationwide a of May 31 2009
neutral,Payment of share shall be effect on subscription
neutral,PCS Digital Guatemala have be use Tecnomenprepaid system in Telgua fix network as well a code division multiple access or CDMA and global system for mobile communication or GSM since 2003
neutral,Poyry be a global consulting and engineering firm focus on the energy forest industry and infrastructure environment sector
neutral,Poyry be a global expert in consult and engineering
neutral,POYRY PLC Additional information by Heikki Malinen President and CEO Poyry PLC tel 358 10 33 21307 Poyry be a global expert in consult and engineering
neutral,Price talk be in the Euribor plus 2 bps area and the sole lead be Citigroup
neutral,Product delivery will not be interrupt the refiner say give no financial detail
neutral,Production be schedule to start by the end of April 2007
neutral,Protalix have 42 m in cash and no sale
neutral,Public service will also be available
neutral,Published by Globes online Israel business news www.globes-online.com on November 16 2009 Copyright of Globes Publisher Itonut 1983 Ltd. 2009
neutral,Ramirent Finland be the domestic unit of machinery rental company Ramirent RMR 1 V
neutral,Raute be list on the Nordic exchange in Helsinki
neutral,Registration be require
neutral,Related link Flexiblebaseloadoperation TheWartsila 32 generate set Gasconversions This be the shorter of two version of this press release
neutral,rosendal at outotec.com Eila Paatela Vice President Corporate Communications tel 358 20 529 2004 358 400 817198 e-mail eila
neutral,Runway Visual Range be a calculated assessment of the distance that a pilot can see down a runway
neutral,Salcompcharger manufacturing plant in India be locate in the Nokia Telecom Park in the state of Tamil Nadu in the eastern part of India
neutral,Saunalahti be a part of the Elisa group
neutral,say Brian Burton Head of IT Security Vodafone UK
neutral,Seller be the Finnish Elcoteq Group the large EURpean electronics manufacturing service company
neutral,Solteq Plc ANNOUNCEMENT 16 SHARE REPURCHASE 16 In the Helsinki Stock Exchange Solteq Plc now hold a total of 486 share include the share repurchase on 16
neutral,Some of the most recent technology delivery include refinery technology to Anrak Aluminium an iron ore pelletizing plant to Tata Steel and iron ore sinter plant to Bhushan Steel
neutral,Sponda PlcAnnual General Meeting decide on 23 March 2005 to establish a Shareholders Nomination Committee to prepare proposal for the Annual General Meeting in 2006 on the composition of the Board of Directors and their remuneration
neutral,SRV will also build an aqua park with wellness area a restaurant and a multifunctional ice arena
neutral,SSH Communications Security Corporation be headquarter in Helsinki Finland
neutral,SSH Establishes New Global Sales and Marketing Group to be lead by George Adams Adams Establishes Global Sales and Marketing Group to Drive Worldwide Programs Supporting SSH Tectia Enterprise Security Solutions
neutral,Status Agreed
neutral,Steek which be set up in 2002 be base in Bordeaux southwestern France
neutral,STOCKMANN plc COMPANY ANNOUNCEMENT February 20 2007 at 13 An annual summary of Stockmannstock exchange and financial press release in 2006 be available on the companywebsite at the address www.stockmann.com
neutral,Stora Enso a global paper packaging and wood product company and Neste Oil a Finnish company engage in the refining and marketing of oil have inaugurate the demonstration plant at Varkaus Finland for biomass to liquids production utilize forestry residue
neutral,STUK today be a full service house expert in radiation and nuclear safety issue
neutral,Sullivan say some of the board really involve a lot of work and people should get pay for their time
neutral,Suomen Paikallissanomat be part of Alma Media Group and it currently publish 15 local newspaper across Finland
neutral,Talvivaara be list on the London Stock Exchange Main Market and NASDAQ OMX Helsinki and be include in the FTSE 250 Index
neutral,Tecnotreeconvergent charge solution include functionality for prepaid and post-paid billing charging and rating of voice call video call and raw data traffic for both mobile and fixed network
neutral,Telecom have a foreign investment limit of 74 but it appear that mobile VAS do not which mean that Tecnomen can pick up as much a 96
neutral,Teleste BK Optiflex amplifier product will be use in ongoing capacity upgrade of KDGnetwork to bi-directionality
neutral,Teleste have some 30 office worldwide and be list on the Nordic Exchange in Helsinki
neutral,Teleste be set up in 1954 and be divide into Broadband Cable Networks and Video Networks business area
neutral,The 2500-passenger ferry will have dimension of 185 m length overall 170 m length between perpendicular 27 m breadth and 6 m design draught
neutral,The acquisition do not have to be from the frozen food or fish sector as long a it have synergy with L nnen Tehtaatother business
neutral,The acquisition price be not disclose
neutral,The aforementioned shareholder have inform that they will propose to the Annual General Meeting that the number of member of the Board of Directors shall be five and that besides the present member of the Board of Directors also Mr Lassi Noponen shall be elect to the Board of Directors
neutral,The aim of the CEOQ A session be to give further clarity on information which have be make public already earlier
neutral,The Board of Directors be authorize to decide on other term of the share issue
neutral,The bridge will be 1 km long and be locate between Anasmotet by the road E 20 and the new traffic junction in Marieholm by the road E 45
neutral,The building with about 40 condominium each will be build in 4 or 5 stage
neutral,The business area have operation in Finland Sweden Denmark Estonia Latvia and Lithuania
neutral,The buyer be real estate owner Propertos but the company have agree not to disclose financial detail of the deal
neutral,The capital structure of Solidium may be complement by other financial instrument in the future
neutral,The category be mark by maturity and the recession
neutral,The chain be to unite 45-50 centre by the end of 2008
neutral,The company have some 410 employee and an annual turnover of EUR 65 m. Vaahto Group be list on the Nordic Exchange in Helsinki
neutral,The company be also seek possibility to relocate the Luumaki personnel some 50 people to other UPM mill
neutral,The company offer payroll service include payroll processing payroll tax administration and employee pay service include direct deposit check signing and Readychex
neutral,The company operate it business through two reportable segment include Banking and Investment Services and Non-Life Insurance
neutral,The companyboard of director have propose a dividend of EUR 0 per share for 2006
neutral,The companyboard of director will propose a dividend of EUR 0 for 2008 at the annual general meeting
neutral,The companyplant in Russia will continue to make tyre for it near market while the plant in Nokia in Finland will manufacture tyre for other market
neutral,The companyshare be list in the Mid Cap segment of the NASDAQ OMX Helsinki
neutral,The companyshare be quote on NASDAQ OMX Helsinki Rautaruukki RTRKS
neutral,The companyUS subsidiary Vaisala Inc. acquire Aviation Systems Maintenance Inc ASMI a Kansas U.S. base airport service company with over 2 m USD net sale in 2008
positive,The company say that it have start to investigate streamline it operation in order to meet the tighten competition on the mobile phone charger market
neutral,The company then say it will focus it resource on clinical research
neutral,The Company turnover amount to MEUR 27 in 2007
neutral,The company website be www.ahlstrom.com
neutral,The company will be part of TelesteVideo and Broadband Solutions business area
neutral,The company will publish it financial statement for 2008 on February 25 2009
neutral,The company will release it 2010 result on 11 February 2011
neutral,The company will use the money for product development and research activity through 2013 in it key market Finland Germany Italy and France
neutral,The continue operation mean the structure after the restructuring of the Aspocomp group include Aspocomp Oulu and the headquarter operation
neutral,The contract cover turnkey delivery to all five airport operate by the authority John F Kennedy LaGuardia Newark Teterboro and Stewart International
neutral,The contract include heating plant equipment and associate installation work
neutral,The contract involve refurbish the bathroom of 189 unit as well a re-plumbing their water and sewer pipe
neutral,The contract comprise turnkey order for RoRo system for two RoRo-cruise vessel under construction for Viking Line and Tallink
neutral,The cost of the deal could range from 70 m to 90 m EURs depend on the financial result of the two company in 2008 the statement say
neutral,The crane would be instal onboard two freighter order by Singaporean ship owner Masterbulk
neutral,The customer will have an access to integrate propeller and gear package from one source
neutral,The deal be subject to approval by the Norwegian competition authority
neutral,The deal mean that ten person in three country will transfer to Tieto
neutral,The deal will have no significant effect on the acquire companyequity ratio
neutral,The delivery be schedule for the summer and autumn of 2008
neutral,The development of the technological park which will specialize in telecommunication and information technology be part of the state program for the formation of technoparks for hi-tech sector in Russia
neutral,The e-commerce site and flagship will be manage by Marimekko North America Retail LLC a subsidiary establish in the U.S. last year
neutral,The final price will be specify by 14 May 2010 the acquire company say
neutral,The Finland-based company say it will move into an exist 260 000-square-foot facility in September
neutral,The Finnish business delegation include representative from over 20 company that include Nokia Corp Finnfund Outokumpu OKO Bank Alteams and Cargotec Corp.
neutral,The Finnish company be build a 800 000 mt-year biodiesel plant in Singapore
neutral,The firmUK head office be in Rugby Road Lutterworth
neutral,The first group of customer to be train will be paint-shop owner and their assistant
neutral,The first stage of the contract cover 133 store and 600 cash register
neutral,The fish content of the nugget be 85 and the fish come from Canada and Finland
neutral,The following information be release by Comptel Tomorrow the Chairman of the Federal Communications Commission be schedule to deliver the National Broadband Plan to Congress
neutral,The front surface of these valve plate be direct towards each other
neutral,The ground barleycorn have be fully produce in Finland and will be available in store a of the beginning of 2010
neutral,The implementation of the deal be subject to the approval by the Finnish Competition Authority
neutral,The inaugural speech will be give by Hannu Kyrolainen FinlandAmbassador to the Czech Republic
neutral,The increase range will vary up to 10
neutral,The initial estimate total value be 1744900 EUR and the final award value be 1744900 EUR
neutral,The Internal Revenue Service see about 20 percent of all taxpayer wait until the last two week to file with about 40 m return file in April
neutral,The late date for registration be on 4 April 2006
negative,The lay-offs will affect 240 people out of the total 320 Okmetic employee in Finland
neutral,The Line 4 will run fully underground and will comprise 10 station which will be execute in two implementation stage
negative,The majority of the companypersonnel in Finland be temporarily lay off from one to six week in the period from February to June 2009 period
neutral,The mall will be finance on a parity basis by Pearl Plaza LLC the joint venture company establish by the Chinese investor Shanghai Industrial Investment Holdings Co Ltd and SRV Group
neutral,The maximum amount of the capital loan will be EUR 30 m and the minimum subscription EUR 10 000
neutral,The maximum number of new share to be offer be 22 m
neutral,The measure take will cause one-time cost during the final part of 2006
neutral,The mill will have capacity to produce 500 000 tonne of pulp per year
neutral,The money will be spread mainly over 2011 and 2012 the company say
neutral,The natural source of isoprene be the tree specie Hevea brasiliensis also know a the rubber tree
neutral,The new activity will incur an investment of about 5 MEUR
neutral,The new company will likely hold an IPO on the NYSE or another international stock exchange accord to Altimo which manage the Alfa Grouptelecommunications asset and TeliaSoneraagreement which have be publish on the website of the U.S. Securities and Exchange Commission
neutral,The new majority owner of Aspocomp Thailand Co. Ltd be certain private person belong to immediate circle of Aspocomppresent Joint Venture partner Saha Pathana Inter-Holding Plc
neutral,The new organization consist of two business unit Charging Messaging and Finance Administration
neutral,The new SEPA cad will replace Finnish bank card
neutral,The order comprise all production line for a plywood mill company say in a statement receive by Lesprom Network
neutral,The order comprise four ball mill which will be organize in two different stream for treat ore in the Pilanesberg platinum mine
neutral,The order include a new Crecent former headbox and reel
neutral,The output of the contract total 72 MWe
neutral,The party have agree not to disclose the price of the deal the group say in a press release
neutral,The party have agree not to disclose the transaction value
neutral,The payment date be March 25 2010
neutral,The plan will result in the introduction of new and highly specialized manufacturing method and also entail change to personnel at the facility
neutral,The platform be base build on Intelsecond-generation MID platform call Moorestown
neutral,The price of the 10 000 kroon par value bond be 9663 51 kroon in the primary issue
neutral,The proposal by the Board of Directors on the issuance of option right will otherwise correspond to the proposal by the Board of Directors in the Notice to the General Meeting
neutral,The purchase sum be about EUR 10 m US 12 m
neutral,The recruitment be relate to the relocation of Stora Ensoresearch operation to Karlstad central Sweden
neutral,The Remote Radio head module will be available at 4 W power for 2 GHz and 3 GHz TDD frequency band
neutral,The report examine the medical equipment business structure and operation history and product and provide an analysis of it key medical equipment revenue line
neutral,The restructuring measure will not affect the production of package print material
neutral,The sale comprise the margarine business in Finland and Poland follow the approval of the Polish competition authority earlier in October
neutral,The sale of Savcor FACE to Cencorp will result in a profit or loss which can not yet be determine owe to factor include the valuation of the consideration share to be receive and prevailing exchange rate
neutral,The sale will be finalize in September or October the company say
neutral,The share capital of Alma Media Corporation business ID 1944757-4 be EUR 44 767 513 and it be divide into 74 612 523 share
neutral,The share subscribe for under the stock option be register in the Trade Register on 20 January 2011 a of which date the new share will establish shareholder right
neutral,The ship crane which will be manufacture by MacGREGORpartner plant in China will be deliver between 2008-2010 for vessel order by Chinese COSCO German Peter Dohle and Hong Kong base Cido Shipping
neutral,The ship unloader be totally enclose along the entire conveying line to the storage facility
neutral,The site will cover over six hectare
neutral,The study be not design to enable formal statistical evaluation of therapeutic activity the company say
neutral,The transaction will take place without payment of merger consideration
neutral,The unit be plan to be operational during the second half of 2007 and in full stream in 2008
neutral,The wireless industry be brace itself for the iPhone which will launch on June 29
neutral,Their offering also cover localisation service relate to production transfer to the Finnish companycustomers that already have production in Asian market or have make the decision to transfer production there
neutral,There be currently some ten shop sell Tikkurilapaints in Kazakhstan and more shop will be open continuously
neutral,There have be 15 initial public offering announce in Sweden this year compare with two during the same period a year earlier Bloomberg data show
neutral,They both will report to Oriola-KDchief executive officer Eero Hautaniemi
neutral,This be the companyfirst contract abroad
neutral,This release be not an offer of security for sale into the United States or elsewhere
neutral,This solution be an extension to the exist online mediation solution deliver earlier by Comptel and IBM
neutral,Through it partnership with Finnish PauligDanish subsidiary Oscar Puljonki acquire a sale organization in the EURpean market
neutral,Tieto in Latvia be represent by IT service company TietoEnator Alise and TietoEnator which have operation in the industry of Financial Services Cards Retail and Logistics and IT Outsourcing and Managed Services
neutral,Together with Latvia Cramo will operate 54 rental outlet in the Baltic States
neutral,Two other site will be include later on
